activity_id,viewer_id,movie_id,watch_date,watch_month,completion_pct,device,platform
A01247,V0119,M024,2025-03-03,2025-03,85,TV,SmartTV
A01248,V0119,M016,2025-03-16,2025-03,32,Tablet,Web
A01249,V0120,M013,2025-04-09,2025-04,33,Tablet,SmartTV
A01250,V0120,M014,2025-02-07,2025-02,56,Tablet,iOS
A01251,V0120,M019,2025-04-10,2025-04,94,Laptop,iOS
A01252,V0120,M021,2025-04-24,2025-04,65,TV,SmartTV
A01253,V0120,M024,2025-04-28,2025-04,21,TV,Web
A01254,V0120,M017,2025-02-23,2025-02,87,Tablet,iOS
A01255,V0120,M006,2025-02-08,2025-02,92,Laptop,SmartTV
A01256,V0120,M023,2025-02-05,2025-02,58,Tablet,iOS
A01257,V0120,M021,2025-05-04,2025-05,80,TV,Web
A01258,V0120,M005,2025-03-24,2025-03,94,Laptop,SmartTV
A01259,V0121,M002,2025-01-08,2025-01,40,TV,iOS
A01260,V0121,M022,2025-01-28,2025-01,80,Laptop,Android
A01261,V0121,M025,2025-03-02,2025-03,42,Tablet,SmartTV
A01262,V0121,M003,2025-01-16,2025-01,52,Mobile,iOS
A01263,V0122,M015,2025-04-06,2025-04,100,Mobile,Android
A01264,V0122,M011,2025-01-28,2025-01,77,Tablet,Android
A01265,V0122,M021,2025-02-21,2025-02,52,Tablet,SmartTV
A01266,V0122,M022,2025-03-15,2025-03,45,TV,SmartTV
A01267,V0123,M007,2025-01-23,2025-01,23,Mobile,Android
A01268,V0123,M002,2025-02-05,2025-02,66,Tablet,iOS
A01269,V0123,M011,2025-02-17,2025-02,87,Tablet,Android
A01270,V0123,M007,2025-05-02,2025-05,65,Laptop,Android
A01271,V0123,M003,2025-04-23,2025-04,100,Tablet,iOS
A01272,V0123,M019,2025-01-21,2025-01,86,Laptop,iOS
A01273,V0123,M004,2025-05-08,2025-05,26,Laptop,iOS
A01274,V0123,M008,2025-03-16,2025-03,69,Laptop,iOS
A01275,V0123,M006,2025-03-15,2025-03,88,TV,Web
A01276,V0123,M013,2025-01-15,2025-01,34,Tablet,Web
A01277,V0123,M021,2025-01-08,2025-01,63,Tablet,Web
A01278,V0123,M007,2025-03-27,2025-03,37,TV,Web
A01279,V0123,M025,2025-01-16,2025-01,83,Mobile,iOS
A01280,V0123,M012,2025-01-19,2025-01,96,Mobile,SmartTV
A01281,V0123,M005,2025-03-11,2025-03,25,Mobile,iOS
A01282,V0123,M016,2025-02-27,2025-02,64,Tablet,SmartTV
A01283,V0123,M010,2025-02-28,2025-02,27,Mobile,Android
A01284,V0123,M018,2025-04-08,2025-04,22,Tablet,iOS
A01285,V0124,M025,2025-04-07,2025-04,36,Tablet,SmartTV
A01286,V0124,M018,2025-02-05,2025-02,76,Mobile,Web
A01287,V0124,M012,2025-02-19,2025-02,75,Mobile,Android
A01288,V0124,M008,2025-01-24,2025-01,21,TV,SmartTV
A01289,V0124,M024,2025-01-12,2025-01,51,Mobile,iOS
A01290,V0124,M002,2025-02-02,2025-02,43,Laptop,iOS
A01291,V0124,M011,2025-03-31,2025-03,51,Laptop,Android
A01292,V0124,M020,2025-04-12,2025-04,35,Mobile,iOS
A01293,V0124,M009,2025-02-22,2025-02,65,TV,SmartTV
A01294,V0124,M023,2025-03-19,2025-03,90,Laptop,Android
A01295,V0124,M017,2025-03-10,2025-03,89,Mobile,iOS
A01296,V0124,M012,2025-04-16,2025-04,99,Tablet,Web
A01297,V0124,M003,2025-02-22,2025-02,86,TV,Web
A01298,V0124,M024,2025-02-23,2025-02,67,TV,iOS
A01299,V0125,M023,2025-04-23,2025-04,78,Mobile,iOS
A01300,V0125,M016,2025-01-09,2025-01,55,Tablet,Web
A01301,V0125,M003,2025-01-16,2025-01,98,Tablet,SmartTV
A01302,V0125,M001,2025-04-08,2025-04,76,Mobile,Android
A01303,V0125,M007,2025-04-08,2025-04,75,Mobile,Web
A01304,V0125,M002,2025-03-31,2025-03,97,Laptop,Web
A01305,V0125,M025,2025-02-25,2025-02,63,Tablet,SmartTV
A01306,V0125,M024,2025-01-15,2025-01,90,Tablet,Web
A01307,V0125,M018,2025-04-29,2025-04,93,Laptop,Android
A01308,V0126,M015,2025-03-02,2025-03,21,Laptop,Web
A01309,V0126,M003,2025-03-05,2025-03,57,Laptop,SmartTV
A01310,V0126,M002,2025-03-12,2025-03,54,Laptop,iOS
A01311,V0126,M004,2025-03-20,2025-03,61,Laptop,Android
A01312,V0126,M015,2025-04-29,2025-04,76,Mobile,SmartTV
A01313,V0126,M002,2025-04-02,2025-04,91,TV,SmartTV
A01314,V0126,M002,2025-01-21,2025-01,98,Laptop,iOS
A01315,V0126,M015,2025-02-16,2025-02,55,Laptop,SmartTV
A01316,V0126,M005,2025-02-28,2025-02,42,TV,iOS
A01317,V0126,M008,2025-01-30,2025-01,24,TV,SmartTV
A01318,V0126,M019,2025-03-23,2025-03,90,TV,iOS
A01319,V0126,M023,2025-03-08,2025-03,22,Laptop,iOS
A01320,V0126,M020,2025-03-02,2025-03,33,Mobile,SmartTV
A01321,V0126,M004,2025-01-20,2025-01,46,Laptop,Web
A01322,V0127,M003,2025-04-20,2025-04,38,Mobile,Web
A01323,V0127,M020,2025-04-03,2025-04,72,Laptop,SmartTV
A01324,V0127,M010,2025-01-08,2025-01,67,Mobile,Web
A01325,V0127,M005,2025-01-07,2025-01,97,TV,Web
A01326,V0127,M017,2025-03-30,2025-03,68,Mobile,Android
A01327,V0127,M013,2025-01-21,2025-01,48,Tablet,iOS
A01328,V0127,M017,2025-01-14,2025-01,80,Tablet,Web
A01329,V0127,M009,2025-02-19,2025-02,57,TV,Web
A01330,V0127,M008,2025-04-03,2025-04,78,Laptop,iOS
A01331,V0127,M023,2025-03-03,2025-03,72,Laptop,iOS
A01332,V0127,M012,2025-01-20,2025-01,81,TV,SmartTV
A01333,V0127,M014,2025-02-28,2025-02,36,TV,SmartTV
A01334,V0127,M022,2025-02-05,2025-02,53,Laptop,Web
A01335,V0127,M011,2025-01-31,2025-01,72,Tablet,Android
A01336,V0127,M019,2025-05-07,2025-05,45,TV,SmartTV
A01337,V0128,M006,2025-01-31,2025-01,53,Tablet,iOS
A01338,V0128,M005,2025-01-09,2025-01,23,TV,iOS
A01339,V0129,M017,2025-04-10,2025-04,65,TV,SmartTV
A01340,V0129,M023,2025-03-03,2025-03,57,Mobile,Web
A01341,V0129,M011,2025-01-28,2025-01,25,Mobile,Web
A01342,V0129,M015,2025-04-15,2025-04,77,Tablet,Web
A01343,V0129,M025,2025-05-03,2025-05,37,TV,iOS
A01344,V0129,M005,2025-01-02,2025-01,95,Laptop,SmartTV
A01345,V0130,M011,2025-04-23,2025-04,85,Laptop,iOS
A01346,V0130,M008,2025-03-18,2025-03,63,Mobile,SmartTV
A01347,V0130,M010,2025-03-24,2025-03,60,TV,Android
A01348,V0130,M002,2025-02-23,2025-02,86,Laptop,Web
A01349,V0130,M004,2025-03-30,2025-03,41,Mobile,Web
A01350,V0130,M009,2025-05-05,2025-05,48,TV,Web
A01351,V0130,M009,2025-01-28,2025-01,55,TV,iOS
A01352,V0130,M007,2025-02-13,2025-02,96,Mobile,Android
A01353,V0130,M001,2025-05-06,2025-05,67,TV,Web
A01354,V0130,M019,2025-04-20,2025-04,76,TV,SmartTV
A01355,V0130,M010,2025-01-29,2025-01,35,Tablet,SmartTV
A01356,V0130,M016,2025-03-09,2025-03,37,Laptop,iOS
A01357,V0130,M012,2025-01-21,2025-01,48,Mobile,Web
A01358,V0130,M006,2025-03-27,2025-03,78,Mobile,Web
A01359,V0131,M014,2025-01-26,2025-01,86,Laptop,Android
A01360,V0131,M018,2025-01-10,2025-01,100,Mobile,Android
A01361,V0131,M005,2025-04-07,2025-04,45,Laptop,SmartTV
A01362,V0132,M016,2025-02-17,2025-02,83,Laptop,Android
A01363,V0132,M007,2025-01-23,2025-01,47,Mobile,SmartTV
A01364,V0132,M003,2025-05-06,2025-05,98,TV,Android
A01365,V0132,M002,2025-04-18,2025-04,53,Tablet,Android
A01366,V0132,M021,2025-03-31,2025-03,87,TV,Web
A01367,V0132,M008,2025-03-16,2025-03,82,Tablet,SmartTV
A01368,V0133,M018,2025-05-04,2025-05,32,TV,iOS
A01369,V0133,M025,2025-03-15,2025-03,77,Laptop,Android
A01370,V0133,M022,2025-04-19,2025-04,42,Tablet,Web
A01371,V0133,M022,2025-01-30,2025-01,70,TV,SmartTV
A01372,V0133,M016,2025-04-16,2025-04,50,Mobile,Web
A01373,V0133,M009,2025-02-25,2025-02,27,Laptop,Web
A01374,V0133,M022,2025-03-23,2025-03,70,Tablet,SmartTV
A01375,V0133,M013,2025-03-08,2025-03,54,Tablet,Android
A01376,V0133,M011,2025-01-12,2025-01,77,Tablet,Android
A01377,V0133,M019,2025-02-12,2025-02,46,Mobile,Web
A01378,V0133,M005,2025-01-06,2025-01,22,Tablet,iOS
A01379,V0133,M025,2025-03-27,2025-03,90,Mobile,iOS
A01380,V0133,M017,2025-02-23,2025-02,88,TV,Android
A01381,V0134,M013,2025-02-28,2025-02,40,Laptop,Web
A01382,V0134,M014,2025-02-25,2025-02,51,Mobile,iOS
A01383,V0134,M001,2025-01-27,2025-01,70,Tablet,iOS
A01384,V0134,M006,2025-03-14,2025-03,23,TV,Android
A01385,V0134,M002,2025-03-11,2025-03,35,Tablet,SmartTV
A01386,V0134,M005,2025-03-11,2025-03,29,Mobile,SmartTV
A01387,V0134,M001,2025-01-04,2025-01,89,TV,iOS
A01388,V0134,M024,2025-04-11,2025-04,97,Laptop,Web
A01389,V0134,M014,2025-01-06,2025-01,55,Tablet,Android
A01390,V0134,M004,2025-03-09,2025-03,93,Tablet,SmartTV
A01391,V0134,M010,2025-04-20,2025-04,48,Tablet,Web
A01392,V0134,M016,2025-03-14,2025-03,88,TV,SmartTV
A01393,V0134,M001,2025-05-08,2025-05,70,Laptop,iOS
A01394,V0134,M015,2025-02-27,2025-02,23,Tablet,Android
A01395,V0134,M015,2025-04-05,2025-04,92,Mobile,Web
A01396,V0134,M011,2025-02-06,2025-02,30,Mobile,Android
A01397,V0134,M007,2025-05-06,2025-05,51,Mobile,Android
A01398,V0134,M013,2025-05-02,2025-05,92,TV,iOS
A01399,V0134,M025,2025-05-07,2025-05,72,Laptop,Web
A01400,V0135,M002,2025-03-24,2025-03,92,Tablet,iOS
A01401,V0135,M009,2025-02-23,2025-02,82,Tablet,Web
A01402,V0135,M021,2025-03-02,2025-03,79,Tablet,iOS
A01403,V0135,M004,2025-04-19,2025-04,29,Tablet,Android
A01404,V0135,M025,2025-01-04,2025-01,86,Mobile,Android
A01405,V0135,M007,2025-04-23,2025-04,24,Tablet,SmartTV
A01406,V0136,M021,2025-05-05,2025-05,90,Tablet,SmartTV
A01407,V0136,M001,2025-03-17,2025-03,75,Laptop,Web
A01408,V0136,M017,2025-03-24,2025-03,67,TV,Android
A01409,V0136,M010,2025-02-22,2025-02,67,Laptop,SmartTV
A01410,V0136,M015,2025-02-23,2025-02,37,TV,SmartTV
A01411,V0136,M001,2025-03-23,2025-03,42,TV,SmartTV
A01412,V0136,M003,2025-01-02,2025-01,44,TV,iOS
A01413,V0137,M015,2025-03-26,2025-03,27,Tablet,Android
A01414,V0137,M003,2025-03-31,2025-03,91,TV,Web
A01415,V0137,M021,2025-01-04,2025-01,55,Laptop,SmartTV
A01416,V0137,M019,2025-03-20,2025-03,99,Tablet,Web
A01417,V0137,M018,2025-02-21,2025-02,95,TV,iOS
A01418,V0137,M024,2025-02-25,2025-02,42,Laptop,iOS
A01419,V0137,M005,2025-04-09,2025-04,93,Laptop,SmartTV
A01420,V0137,M007,2025-02-13,2025-02,49,TV,iOS
A01421,V0137,M020,2025-02-07,2025-02,41,Tablet,iOS
A01422,V0137,M011,2025-01-20,2025-01,37,Tablet,SmartTV
A01423,V0137,M022,2025-05-01,2025-05,58,Mobile,Android
A01424,V0137,M018,2025-04-11,2025-04,69,Tablet,Web
A01425,V0137,M010,2025-03-23,2025-03,30,TV,Android
A01426,V0137,M021,2025-03-13,2025-03,38,Tablet,SmartTV
A01427,V0137,M016,2025-03-06,2025-03,35,Tablet,Web
A01428,V0137,M006,2025-01-07,2025-01,79,Laptop,SmartTV
A01429,V0137,M007,2025-02-18,2025-02,67,TV,iOS
A01430,V0137,M007,2025-04-24,2025-04,87,TV,iOS
A01431,V0137,M019,2025-03-21,2025-03,32,Laptop,Web
A01432,V0138,M001,2025-03-11,2025-03,55,Tablet,SmartTV
A01433,V0138,M002,2025-03-06,2025-03,100,Mobile,iOS
A01434,V0138,M023,2025-05-01,2025-05,100,Tablet,SmartTV
A01435,V0138,M006,2025-05-02,2025-05,89,Mobile,iOS
A01436,V0138,M012,2025-01-08,2025-01,39,TV,Android
A01437,V0138,M003,2025-04-18,2025-04,27,Tablet,iOS
A01438,V0138,M011,2025-01-25,2025-01,55,TV,iOS
A01439,V0138,M011,2025-03-23,2025-03,41,Laptop,iOS
A01440,V0138,M022,2025-04-14,2025-04,27,Mobile,Android
A01441,V0138,M025,2025-02-07,2025-02,54,Mobile,Android
A01442,V0138,M015,2025-01-12,2025-01,97,TV,SmartTV
A01443,V0138,M006,2025-01-01,2025-01,55,Laptop,iOS
A01444,V0138,M011,2025-04-30,2025-04,31,Tablet,iOS
A01445,V0138,M004,2025-01-24,2025-01,31,TV,Web
A01446,V0138,M019,2025-01-06,2025-01,21,TV,Web
A01447,V0138,M015,2025-01-21,2025-01,51,Laptop,Android
A01448,V0138,M024,2025-02-03,2025-02,26,Tablet,Web
A01449,V0138,M006,2025-03-13,2025-03,92,Laptop,SmartTV
A01450,V0139,M007,2025-03-11,2025-03,42,Laptop,Web
A01451,V0139,M023,2025-04-23,2025-04,31,Tablet,Web
A01452,V0139,M019,2025-04-04,2025-04,86,Tablet,Android
A01453,V0139,M002,2025-04-09,2025-04,88,TV,SmartTV
A01454,V0139,M012,2025-03-15,2025-03,63,Laptop,iOS
A01455,V0139,M017,2025-02-23,2025-02,47,Tablet,Web
A01456,V0139,M002,2025-01-30,2025-01,100,TV,SmartTV
A01457,V0139,M005,2025-04-30,2025-04,61,Laptop,SmartTV
A01458,V0139,M022,2025-01-09,2025-01,33,Laptop,iOS
A01459,V0140,M014,2025-05-02,2025-05,63,Mobile,Android
A01460,V0140,M012,2025-03-20,2025-03,79,TV,iOS
A01461,V0140,M015,2025-04-27,2025-04,93,Tablet,SmartTV
A01462,V0140,M016,2025-03-04,2025-03,67,Laptop,SmartTV
A01463,V0140,M022,2025-04-13,2025-04,25,TV,iOS
A01464,V0140,M014,2025-04-20,2025-04,93,Tablet,iOS
A01465,V0140,M006,2025-02-12,2025-02,96,TV,Android
A01466,V0141,M022,2025-03-27,2025-03,31,Laptop,Android
A01467,V0141,M012,2025-04-28,2025-04,41,Tablet,iOS
A01468,V0141,M022,2025-02-07,2025-02,42,Laptop,Web
A01469,V0141,M003,2025-02-17,2025-02,46,Tablet,iOS
A01470,V0141,M024,2025-03-04,2025-03,91,Laptop,iOS
A01471,V0141,M016,2025-02-10,2025-02,32,Tablet,SmartTV
A01472,V0142,M016,2025-04-07,2025-04,51,Mobile,SmartTV
A01473,V0142,M005,2025-03-23,2025-03,71,Laptop,Web
A01474,V0142,M022,2025-04-19,2025-04,70,Mobile,Web
A01475,V0142,M016,2025-01-07,2025-01,97,TV,Android
A01476,V0142,M012,2025-04-03,2025-04,84,Mobile,SmartTV
A01477,V0142,M003,2025-02-28,2025-02,83,TV,iOS
A01478,V0142,M007,2025-03-19,2025-03,31,Laptop,SmartTV
A01479,V0142,M021,2025-02-16,2025-02,39,Laptop,Web
A01480,V0143,M022,2025-05-04,2025-05,53,Tablet,Android
A01481,V0143,M006,2025-04-12,2025-04,86,Mobile,SmartTV
A01482,V0143,M003,2025-03-30,2025-03,32,Tablet,iOS
A01483,V0143,M006,2025-03-23,2025-03,93,Tablet,SmartTV
A01484,V0143,M001,2025-05-05,2025-05,71,Tablet,iOS
A01485,V0143,M010,2025-04-19,2025-04,34,Tablet,Web
A01486,V0143,M025,2025-05-02,2025-05,62,Laptop,iOS
A01487,V0143,M006,2025-04-19,2025-04,69,Mobile,Android
A01488,V0143,M001,2025-03-28,2025-03,95,Laptop,Android
A01489,V0143,M017,2025-04-27,2025-04,26,Tablet,Web
A01490,V0143,M002,2025-02-01,2025-02,78,Laptop,iOS
A01491,V0143,M020,2025-04-05,2025-04,74,Laptop,Web
A01492,V0143,M025,2025-01-07,2025-01,54,TV,Web
A01493,V0143,M012,2025-04-17,2025-04,77,Laptop,Web
A01494,V0144,M020,2025-01-29,2025-01,24,Tablet,Android
A01495,V0144,M006,2025-01-22,2025-01,32,TV,Android
A01496,V0144,M021,2025-05-07,2025-05,55,Laptop,SmartTV
A01497,V0145,M024,2025-04-28,2025-04,29,Laptop,Web
A01498,V0145,M002,2025-02-07,2025-02,32,Tablet,iOS
A01499,V0145,M011,2025-03-19,2025-03,71,Mobile,Android
A01500,V0145,M024,2025-03-07,2025-03,30,Tablet,iOS
A01501,V0145,M007,2025-03-08,2025-03,98,TV,iOS
A01502,V0145,M012,2025-05-02,2025-05,75,Laptop,Android
A01503,V0145,M009,2025-01-12,2025-01,71,TV,Web
A01504,V0145,M009,2025-01-02,2025-01,46,Mobile,SmartTV
A01505,V0145,M022,2025-02-03,2025-02,54,Tablet,Web
A01506,V0146,M008,2025-02-27,2025-02,61,TV,iOS
A01507,V0146,M020,2025-03-15,2025-03,97,Tablet,SmartTV
A01508,V0146,M021,2025-03-26,2025-03,69,Tablet,iOS
A01509,V0146,M011,2025-03-29,2025-03,64,Tablet,Android
A01510,V0146,M015,2025-05-08,2025-05,88,TV,SmartTV
A01511,V0147,M013,2025-01-09,2025-01,93,Mobile,SmartTV
A01512,V0147,M018,2025-03-30,2025-03,46,Laptop,Web
A01513,V0147,M010,2025-03-22,2025-03,79,Mobile,Android
A01514,V0147,M020,2025-02-12,2025-02,65,Tablet,SmartTV
A01515,V0147,M025,2025-01-06,2025-01,91,Tablet,Android
A01516,V0147,M013,2025-02-03,2025-02,97,Mobile,iOS
A01517,V0147,M013,2025-02-25,2025-02,34,Laptop,Android
A01518,V0147,M006,2025-04-13,2025-04,72,Laptop,Android
A01519,V0147,M014,2025-03-13,2025-03,66,Mobile,Web
A01520,V0147,M017,2025-04-11,2025-04,71,Tablet,SmartTV
A01521,V0148,M015,2025-02-10,2025-02,71,Laptop,iOS
A01522,V0148,M018,2025-03-27,2025-03,42,Mobile,SmartTV
A01523,V0148,M019,2025-04-18,2025-04,72,TV,iOS
A01524,V0148,M020,2025-02-27,2025-02,98,Mobile,SmartTV
A01525,V0148,M001,2025-03-25,2025-03,51,TV,SmartTV
A01526,V0148,M022,2025-01-24,2025-01,22,Tablet,Android
A01527,V0148,M006,2025-04-28,2025-04,50,TV,SmartTV
A01528,V0148,M023,2025-02-21,2025-02,36,Laptop,iOS
A01529,V0148,M001,2025-02-22,2025-02,79,Tablet,Android
A01530,V0148,M022,2025-04-24,2025-04,42,Tablet,iOS
A01531,V0148,M020,2025-03-26,2025-03,51,Tablet,iOS
A01532,V0149,M024,2025-01-09,2025-01,72,Tablet,SmartTV
A01533,V0149,M003,2025-04-17,2025-04,88,Mobile,iOS
A01534,V0150,M016,2025-01-16,2025-01,70,Mobile,Web
A01535,V0150,M013,2025-04-23,2025-04,35,Mobile,Android
A01536,V0150,M009,2025-01-29,2025-01,41,Laptop,SmartTV
A01537,V0150,M022,2025-03-28,2025-03,51,Tablet,Android
A01538,V0150,M009,2025-01-25,2025-01,29,Tablet,SmartTV
A01539,V0150,M025,2025-03-04,2025-03,63,Laptop,SmartTV
A01540,V0150,M011,2025-04-26,2025-04,53,Laptop,iOS
A01541,V0150,M025,2025-02-05,2025-02,86,Laptop,iOS
A01542,V0150,M008,2025-04-05,2025-04,66,Laptop,Web
A01543,V0150,M023,2025-02-10,2025-02,59,Tablet,SmartTV
A01544,V0150,M022,2025-03-17,2025-03,36,TV,Web
A01545,V0150,M013,2025-03-07,2025-03,49,Mobile,Android
A01546,V0150,M019,2025-03-19,2025-03,94,Mobile,Web
A01547,V0150,M012,2025-04-14,2025-04,99,TV,Web
A01548,V0150,M021,2025-02-09,2025-02,84,Laptop,Web
A01549,V0150,M013,2025-05-05,2025-05,41,Tablet,Android
A01550,V0151,M013,2025-01-04,2025-01,28,Laptop,Android
A01551,V0151,M010,2025-02-22,2025-02,39,Laptop,iOS
A01552,V0151,M021,2025-02-20,2025-02,83,Tablet,iOS
A01553,V0151,M024,2025-02-28,2025-02,45,Laptop,iOS
A01554,V0151,M013,2025-01-26,2025-01,84,Mobile,Web
A01555,V0151,M018,2025-01-21,2025-01,77,TV,Android
A01556,V0151,M009,2025-02-16,2025-02,51,TV,SmartTV
A01557,V0151,M006,2025-01-11,2025-01,54,Laptop,iOS
A01558,V0151,M024,2025-02-18,2025-02,28,TV,Web
A01559,V0151,M002,2025-02-23,2025-02,51,Tablet,SmartTV
A01560,V0151,M004,2025-01-14,2025-01,29,TV,SmartTV
A01561,V0151,M004,2025-04-24,2025-04,80,TV,iOS
A01562,V0151,M018,2025-02-25,2025-02,82,Laptop,iOS
A01563,V0151,M019,2025-04-21,2025-04,76,TV,SmartTV
A01564,V0151,M001,2025-03-06,2025-03,96,Laptop,SmartTV
A01565,V0151,M021,2025-02-15,2025-02,84,Tablet,Web
A01566,V0151,M021,2025-03-18,2025-03,88,TV,Web
A01567,V0152,M022,2025-03-21,2025-03,76,Mobile,Android
A01568,V0152,M016,2025-01-02,2025-01,85,Tablet,SmartTV
A01569,V0152,M006,2025-02-15,2025-02,75,Laptop,iOS
A01570,V0152,M015,2025-03-29,2025-03,88,TV,Android
A01571,V0152,M025,2025-01-28,2025-01,47,Laptop,Web
A01572,V0152,M011,2025-05-01,2025-05,58,TV,Android
A01573,V0152,M011,2025-02-10,2025-02,70,TV,Android
A01574,V0152,M020,2025-02-10,2025-02,86,Tablet,SmartTV
A01575,V0152,M025,2025-03-10,2025-03,53,Tablet,Web
A01576,V0152,M012,2025-02-07,2025-02,62,Laptop,Web
A01577,V0153,M010,2025-04-19,2025-04,70,Tablet,iOS
A01578,V0153,M025,2025-04-14,2025-04,72,Laptop,Android
A01579,V0153,M015,2025-03-12,2025-03,45,TV,Web
A01580,V0153,M010,2025-04-06,2025-04,61,Tablet,SmartTV
A01581,V0153,M011,2025-02-21,2025-02,99,Tablet,Web
A01582,V0153,M004,2025-01-20,2025-01,40,Laptop,SmartTV
A01583,V0153,M024,2025-05-01,2025-05,69,Tablet,Android
A01584,V0153,M009,2025-04-07,2025-04,32,Mobile,Web
A01585,V0153,M009,2025-04-05,2025-04,56,Mobile,SmartTV
A01586,V0153,M005,2025-01-19,2025-01,72,TV,Android
A01587,V0153,M019,2025-03-18,2025-03,45,Mobile,SmartTV
A01588,V0153,M008,2025-03-25,2025-03,89,Laptop,Web
A01589,V0153,M023,2025-01-06,2025-01,28,Laptop,Web
A01590,V0153,M025,2025-04-25,2025-04,47,TV,Web
A01591,V0153,M015,2025-02-28,2025-02,66,Laptop,Android
A01592,V0153,M022,2025-03-08,2025-03,97,Mobile,Android
A01593,V0154,M021,2025-04-16,2025-04,70,Tablet,iOS
A01594,V0154,M017,2025-01-16,2025-01,67,Mobile,SmartTV
A01595,V0154,M002,2025-03-25,2025-03,82,Laptop,Web
A01596,V0154,M021,2025-01-18,2025-01,29,Mobile,iOS
A01597,V0154,M018,2025-02-10,2025-02,31,Tablet,Android
A01598,V0155,M025,2025-04-21,2025-04,79,Tablet,Android
A01599,V0155,M021,2025-03-26,2025-03,43,Laptop,SmartTV
A01600,V0155,M017,2025-04-21,2025-04,71,Laptop,iOS
A01601,V0155,M020,2025-04-10,2025-04,21,TV,Web
A01602,V0156,M005,2025-03-08,2025-03,94,Laptop,SmartTV
A01603,V0156,M021,2025-02-21,2025-02,65,TV,Android
A01604,V0156,M025,2025-02-07,2025-02,59,TV,iOS
A01605,V0156,M001,2025-01-11,2025-01,89,Laptop,iOS
A01606,V0156,M011,2025-03-22,2025-03,46,TV,Web
A01607,V0156,M006,2025-04-19,2025-04,49,TV,Web
A01608,V0156,M001,2025-02-05,2025-02,35,Tablet,iOS
A01609,V0156,M015,2025-02-23,2025-02,26,Tablet,SmartTV
A01610,V0156,M013,2025-02-20,2025-02,68,Mobile,iOS
A01611,V0156,M006,2025-02-01,2025-02,46,Mobile,SmartTV
A01612,V0156,M024,2025-04-02,2025-04,60,Tablet,Android
A01613,V0156,M007,2025-01-24,2025-01,66,Tablet,Web
A01614,V0156,M017,2025-01-29,2025-01,22,Mobile,SmartTV
A01615,V0156,M014,2025-04-13,2025-04,65,Laptop,Web
A01616,V0156,M003,2025-04-22,2025-04,58,TV,iOS
A01617,V0157,M016,2025-01-05,2025-01,61,Mobile,Android
A01618,V0157,M008,2025-02-15,2025-02,21,TV,Android
A01619,V0157,M005,2025-05-01,2025-05,27,TV,Web
A01620,V0157,M012,2025-04-17,2025-04,73,TV,Android
A01621,V0157,M017,2025-02-08,2025-02,43,Laptop,iOS
A01622,V0157,M006,2025-01-08,2025-01,46,Laptop,SmartTV
A01623,V0157,M021,2025-04-06,2025-04,99,Laptop,iOS
A01624,V0157,M001,2025-03-26,2025-03,80,Mobile,Android
A01625,V0157,M014,2025-01-12,2025-01,68,TV,Android
A01626,V0157,M004,2025-01-04,2025-01,48,Mobile,SmartTV
A01627,V0157,M003,2025-01-29,2025-01,79,Tablet,SmartTV
A01628,V0157,M005,2025-01-01,2025-01,80,Tablet,Web
A01629,V0157,M005,2025-03-24,2025-03,89,Laptop,iOS
A01630,V0157,M016,2025-05-07,2025-05,93,TV,Android
A01631,V0158,M017,2025-02-03,2025-02,48,Mobile,iOS
A01632,V0158,M023,2025-04-14,2025-04,98,Mobile,Android
A01633,V0158,M008,2025-03-06,2025-03,58,Laptop,SmartTV
A01634,V0158,M022,2025-03-10,2025-03,61,Tablet,Web
A01635,V0158,M022,2025-02-07,2025-02,24,Tablet,iOS
A01636,V0158,M007,2025-02-16,2025-02,38,Mobile,Android
A01637,V0158,M006,2025-04-12,2025-04,21,Tablet,SmartTV
A01638,V0158,M012,2025-02-18,2025-02,93,Tablet,SmartTV
A01639,V0158,M007,2025-04-27,2025-04,53,Tablet,iOS
A01640,V0159,M021,2025-03-28,2025-03,43,Laptop,Web
A01641,V0159,M016,2025-04-27,2025-04,32,Laptop,Web
A01642,V0159,M003,2025-04-04,2025-04,23,TV,iOS
A01643,V0159,M008,2025-04-28,2025-04,35,Laptop,Android
A01644,V0159,M012,2025-03-20,2025-03,75,Mobile,Android
A01645,V0159,M013,2025-02-19,2025-02,48,Mobile,Android
A01646,V0159,M024,2025-04-01,2025-04,96,TV,iOS
A01647,V0159,M018,2025-04-03,2025-04,49,TV,Web
A01648,V0159,M006,2025-01-26,2025-01,41,TV,Android
A01649,V0159,M018,2025-04-19,2025-04,55,Mobile,SmartTV
A01650,V0160,M013,2025-04-18,2025-04,79,Laptop,Android
A01651,V0160,M024,2025-03-18,2025-03,29,Laptop,Web
A01652,V0160,M007,2025-01-18,2025-01,72,TV,Android
A01653,V0160,M016,2025-02-11,2025-02,70,TV,SmartTV
A01654,V0160,M013,2025-02-19,2025-02,64,Mobile,Android
A01655,V0160,M009,2025-02-05,2025-02,35,TV,Android
A01656,V0160,M015,2025-02-06,2025-02,55,Laptop,iOS
A01657,V0160,M021,2025-01-31,2025-01,59,Mobile,SmartTV
A01658,V0160,M008,2025-04-23,2025-04,35,Tablet,Android
A01659,V0160,M003,2025-03-29,2025-03,25,Tablet,Web
A01660,V0160,M004,2025-04-30,2025-04,94,TV,SmartTV
A01661,V0161,M008,2025-01-27,2025-01,97,Laptop,Android
A01662,V0161,M022,2025-05-07,2025-05,75,Tablet,iOS
